Rank,Title,Score,Format,Date,Viewers,Studio,Genres,Source,Rating,Recommendation,Details,Prequel,Sequel,Samurai,Demons,Sports,Harem,Cars,Drama,Adventure,Suspense,Josei,Game,Space,Mystery,Horror,Shounen,Super Power,Music,Vampire,Boys Love,Military,Action,Romance,Slice of Life,Fantasy,Gourmet,Parody,Martial Arts,Ecchi,Sci-Fi,Seinen,Mecha,Avant Garde,School,Supernatural,Historical,Girls Love,Shoujo,Kids,Psychological,Police,Comedy,Media,Episodes
503,Arslan Senki (TV),7.69,TV (25 eps),Apr 2015 - Sep 2015,"328,334",LIDENFILMS,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Historical', 'Shounen']",Manga,R - 17+ (violence & profanity),Akatsuki no Yona,"['Adaptation:', 'Alternative version:', 'Side story:', 'Summary:', 'Sequel:', 'Other:']",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,TV,25
504,Evangelion: 3.0 You Can (Not) Redo,7.61,Movie (1 eps),Nov 2012 - Nov 2012,"329,860",Khara,"['Action', 'Drama', 'Sci-Fi', 'Mecha', 'Psychological']",Original,PG-13 - Teens 13 or older,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,"['Alternative version:', 'Prequel:', 'Sequel:', 'Other:']",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Movie,1
505,Vampire Knight: Guilty,7.16,TV (13 eps),Oct 2008 - Dec 2008,"327,576",Studio Deen,"['Drama', 'Mystery', 'Romance', 'Supernatural', 'Vampire', 'Shoujo']",Manga,PG-13 - Teens 13 or older,Trinity Blood,"['Adaptation:', 'Prequel:']",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,TV,13
506,Mousou Dairinin,7.68,TV (13 eps),Feb 2004 - May 2004,"327,847",Madhouse,"['Avant Garde', 'Drama', 'Mystery', 'Supernatural', 'Suspense', 'Police', 'Psychological']",Original,R+ - Mild Nudity,Serial Experiments Lain,[],0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,TV,13
507,Koi to Uso,6.54,TV (12 eps),Jul 2017 - Sep 2017,"327,020",LIDENFILMS,"['Drama', 'Romance', 'School']",Manga,PG-13 - Teens 13 or older,Kuzu no Honkai,"['Adaptation:', 'Other:']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,TV,12
508,Kyokou Suiri,6.92,TV (12 eps),Jan 2020 - Mar 2020,"324,809",Brain's Base,"['Mystery', 'Romance', 'Supernatural', 'Demons', 'Shounen']",Manga,R - 17+ (violence & profanity),Bakemonogatari,"['Adaptation:', 'Other:', 'Sequel:']",0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TV,12
509,Special A,7.53,TV (24 eps),Apr 2008 - Sep 2008,"324,721",AIC,"['Comedy', 'Romance', 'School', 'Shoujo']",Manga,PG-13 - Teens 13 or older,Kaichou wa Maid-sama!,['Adaptation:'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,TV,24
510,Uzaki-chan wa Asobitai!,7.01,TV (12 eps),Jul 2020 - Sep 2020,"323,577",ENGI,"['Comedy', 'Romance', 'Slice of Life', 'Ecchi']",Manga,PG-13 - Teens 13 or older,"Ijiranaide, Nagatoro-san","['Adaptation:', 'Sequel:']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,TV,12
511,Fruits Basket 2nd Season,8.58,TV (25 eps),Apr 2020 - Sep 2020,"323,237",TMS Entertainment,"['Comedy', 'Drama', 'Romance', 'Slice of Life', 'Supernatural', 'Shoujo']",Manga,PG-13 - Teens 13 or older,"""Bungaku Shoujo"" Movie","['Adaptation:', 'Prequel:', 'Sequel:', 'Side story:']",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,TV,25
512,Amagami SS,7.33,TV (25 eps),Jul 2010 - Dec 2010,"322,546",AIC,"['Comedy', 'Romance', 'Slice of Life', 'School']",Visual novel,PG-13 - Teens 13 or older,Photokano,"['Adaptation:', 'Side story:', 'Sequel:', 'Other:']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,TV,25
513,Kono Subarashii Sekai ni Shukufuku wo!: Kono Subarashii Choker ni Shukufuku wo!,7.86,OVA (1 eps),Jun 2016 - Jun 2016,"322,352",Studio Deen,"['Adventure', 'Comedy', 'Fantasy', 'Supernatural']",Light novel,PG-13 - Teens 13 or older,Wonder Egg Priority,['Parent story:'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,OVA,1
514,Saijaku Muhai no Bahamut,6.57,TV (12 eps),Jan 2016 - Mar 2016,"321,726",Lerche,"['Action', 'Fantasy', 'Romance', 'Supernatural', 'Ecchi', 'Harem', 'Mecha', 'School']",Light novel,PG-13 - Teens 13 or older,IS: Infinite Stratos,['Adaptation:'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,TV,12
515,Shingeki no Kyojin: The Final Season Part 2,,TV (? eps),Jan 2022 -,"321,293",MAPPA,"['Action', 'Drama', 'Fantasy', 'Mystery', 'Military', 'Super Power', 'Shounen']",Manga,R - 17+ (violence & profanity),Wonder Egg Priority,"['Adaptation:', 'Prequel:']",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TV,?
516,Kobayashi-san Chi no Maid Dragon S,8.52,TV (12 eps),Jul 2021 - Sep 2021,"321,017",Kyoto Animation,"['Comedy', 'Fantasy', 'Slice of Life']",Manga,PG-13 - Teens 13 or older,Jahy-sama wa Kujikenai!,"['Adaptation:', 'Prequel:', 'Other:']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TV,12
517,Shaman King,7.77,TV (64 eps),Jul 2001 - Sep 2002,"321,554",Xebec,"['Action', 'Adventure', 'Comedy', 'Supernatural', 'Super Power', 'Shounen']",Manga,PG-13 - Teens 13 or older,Soul Eater,"['Adaptation:', 'Summary:', 'Alternative version:']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,TV,64
518,Shinmai Maou no Testament Burst,6.85,TV (10 eps),Oct 2015 - Dec 2015,"321,144",Production IMS,"['Action', 'Fantasy', 'Romance', 'Ecchi', 'Demons', 'Harem']",Light novel,R+ - Mild Nudity,To LOVE-Ru Darkness 2nd,"['Adaptation:', 'Prequel:', 'Sequel:', 'Side story:']",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,TV,10
519,Panty & Stocking with Garterbelt,7.72,TV (13 eps),Oct 2010 - Dec 2010,"320,969",Gainax,"['Action', 'Comedy', 'Supernatural', 'Ecchi', 'Parody']",Original,R - 17+ (violence & profanity),Kill la Kill,"['Adaptation:', 'Other:']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,TV,13
520,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,7.5,TV (12 eps),Apr 2020 - Jun 2020,"320,631",SILVER LINK.,"['Comedy', 'Drama', 'Fantasy', 'Romance', 'Harem', 'School', 'Shoujo']",Light novel,PG-13 - Teens 13 or older,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,"['Adaptation:', 'Other:', 'Sequel:']",0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,TV,12
521,Sakamichi no Apollon,8.34,TV (12 eps),Apr 2012 - Jun 2012,"319,299",MAPPA,"['Drama', 'Romance', 'Music', 'School', 'Josei']",Manga,PG-13 - Teens 13 or older,Shigatsu wa Kimi no Uso,['Adaptation:'],0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,TV,12
522,Isekai Quartet,7.42,TV (12 eps),Apr 2019 - Jun 2019,"318,836",Studio PuYUKAI,"['Comedy', 'Fantasy', 'Parody']",Original,PG-13 - Teens 13 or older,Carnival Phantasm,"['Character:', 'Sequel:', 'Prequel:']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TV,12
523,Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou,6.5,OVA (4 eps),Jul 2013 - Jul 2013,"319,064",asread.,"['Horror', 'Mystery', 'Supernatural']",Visual novel,R - 17+ (violence & profanity),Another,"['Adaptation:', 'Prequel:']",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,OVA,4
524,3-gatsu no Lion 2nd Season,8.98,TV (22 eps),Oct 2017 - Mar 2018,"318,004",Shaft,"['Drama', 'Slice of Life', 'Game', 'Seinen']",Manga,PG-13 - Teens 13 or older,Clannad: After Story,"['Adaptation:', 'Prequel:', 'Other:']",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TV,22
525,Vivy: Fluorite Eye's Song,8.51,TV (13 eps),Apr 2021 - Jun 2021,"317,702",Wit Studio,"['Action', 'Sci-Fi', 'Suspense', 'Music']",Original,R - 17+ (violence & profanity),Violet Evergarden,"['Adaptation:', 'Summary:']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,TV,13
526,Black★Rock Shooter (TV),6.83,TV (8 eps),Feb 2012 - Mar 2012,"317,419",SANZIGEN,"['Action', 'Drama', 'Super Power']",Other,PG-13 - Teens 13 or older,Mahou Shoujo Madoka★Magica,"['Alternative version:', 'Prequel:', 'Other:']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TV,8
527,Owarimonogatari 2nd Season,8.91,TV (7 eps),Aug 2017 - Aug 2017,"317,290",Shaft,"['Comedy', 'Mystery', 'Supernatural', 'Vampire']",Light novel,R - 17+ (violence & profanity),Wonder Egg Priority,"['Adaptation:', 'Prequel:', 'Summary:', 'Sequel:']",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,TV,7
528,Shuumatsu Nani Shitemasu ka? Isogashii Desu ka? Sukutte Moratte Ii Desu ka?,7.7,TV (12 eps),Apr 2017 - Jun 2017,"317,043",C2C,"['Drama', 'Fantasy', 'Romance', 'Sci-Fi']",Light novel,PG-13 - Teens 13 or older,Plastic Memories,['Adaptation:'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,TV,12
529,World Trigger,7.58,TV (73 eps),Oct 2014 - Apr 2016,"316,805",Toei Animation,"['Action', 'Sci-Fi', 'Supernatural', 'School', 'Shounen']",Manga,PG-13 - Teens 13 or older,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri","['Adaptation:', 'Sequel:']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,TV,73
530,Air Gear,7.51,TV (25 eps),Apr 2006 - Sep 2006,"315,695",Toei Animation,"['Action', 'Comedy', 'Sports', 'Ecchi', 'Shounen']",Manga,R+ - Mild Nudity,RideBack,"['Adaptation:', 'Side story:', 'Sequel:']",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,TV,25
531,To LOVE-Ru Darkness,7.47,TV (12 eps),Oct 2012 - Dec 2012,"315,593",Xebec,"['Comedy', 'Romance', 'Sci-Fi', 'Ecchi', 'Harem', 'School', 'Shounen']",Manga,R+ - Mild Nudity,High School DxD,"['Adaptation:', 'Prequel:', 'Side story:', 'Sequel:']",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,TV,12
532,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,8.45,Movie (1 eps),Oct 2013 - Oct 2013,"315,404",Shaft,"['Drama', 'Mystery', 'Suspense', 'Psychological']",Original,PG-13 - Teens 13 or older,Neon Genesis Evangelion: The End of Evangelion,"['Adaptation:', 'Prequel:', 'Other:', 'Sequel:']",1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Movie,1
533,Bishoujo Senshi Sailor Moon,7.69,TV (46 eps),Mar 1992 - Feb 1993,"313,819",Toei Animation,"['Romance', 'Demons', 'Shoujo']",Manga,PG-13 - Teens 13 or older,Tokyo Mew Mew,"['Adaptation:', 'Sequel:', 'Summary:', 'Alternative version:']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,TV,46
534,Arakawa Under the Bridge,7.58,TV (13 eps),Apr 2010 - Jun 2010,"312,323",Shaft,"['Comedy', 'Romance', 'Seinen']",Manga,PG-13 - Teens 13 or older,Bakemonogatari,"['Adaptation:', 'Sequel:']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,TV,13
535,Mirai Nikki: Redial,7.35,OVA (1 eps),Jun 2013 - Jun 2013,"311,800",asread.,"['Action', 'Supernatural', 'Psychological', 'Shounen']",Manga,R - 17+ (violence & profanity),Kara no Kyoukai 2: Satsujin Kousatsu (Zen),"['Adaptation:', 'Prequel:']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,OVA,1
536,Seireitsukai no Blade Dance,6.76,TV (12 eps),Jul 2014 - Sep 2014,"311,780",TNK,"['Action', 'Comedy', 'Fantasy', 'Romance', 'Supernatural', 'Ecchi', 'Harem', 'School']",Light novel,PG-13 - Teens 13 or older,Zero no Tsukaima,"['Adaptation:', 'Other:']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,TV,12
537,Ping Pong the Animation,8.62,TV (11 eps),Apr 2014 - Jun 2014,"311,708",Tatsunoko Production,"['Drama', 'Sports', 'Psychological', 'Seinen']",Manga,PG-13 - Teens 13 or older,Yojouhan Shinwa Taikei,['Adaptation:'],0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,TV,11
538,Bakuman. 2nd Season,8.37,TV (25 eps),Oct 2011 - Mar 2012,"311,429",J.C.Staff,"['Comedy', 'Drama', 'Romance', 'Shounen']",Manga,PG-13 - Teens 13 or older,Clannad: After Story,"['Adaptation:', 'Prequel:', 'Sequel:', 'Summary:', 'Other:']",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TV,25
539,Sayonara no Asa ni Yakusoku no Hana wo Kazarou,8.43,Movie (1 eps),Feb 2018 - Feb 2018,"310,971",P.A. Works,"['Drama', 'Fantasy']",Original,PG-13 - Teens 13 or older,Ookami Kodomo no Ame to Yuki,['Adaptation:'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Movie,1
540,Quanzhi Gaoshou,7.94,ONA (12 eps),Apr 2017 - Jun 2017,"310,306",B.CMAY PICTURES,"['Action', 'Game']",Novel,PG-13 - Teens 13 or older,Sword Art Online,"['Adaptation:', 'Sequel:', 'Prequel:']",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ONA,12
541,Haiyore! Nyaruko-san,7.03,TV (12 eps),Apr 2012 - Jun 2012,"310,214",Xebec,"['Comedy', 'Sci-Fi', 'Parody']",Light novel,PG-13 - Teens 13 or older,To LOVE-Ru,"['Adaptation:', 'Alternative version:', 'Sequel:', 'Side story:']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,TV,12
542,Jigoku Shoujo,7.63,TV (26 eps),Oct 2005 - Apr 2006,"309,828",Studio Deen,"['Horror', 'Mystery', 'Supernatural', 'Psychological']",Original,R - 17+ (violence & profanity),Death Note,"['Adaptation:', 'Sequel:', 'Summary:']",0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,TV,26
543,Dragon Ball Kai,7.71,TV (97 eps),Apr 2009 - Mar 2011,"309,949",Toei Animation,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Martial Arts', 'Super Power', 'Shounen']",Manga,PG-13 - Teens 13 or older,One Piece,"['Adaptation:', 'Prequel:', 'Alternative version:', 'Sequel:']",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TV,97
544,Gantz,7.02,TV (13 eps),Apr 2004 - Jun 2004,"309,483",Gonzo,"['Action', 'Drama', 'Horror', 'Sci-Fi', 'Supernatural', 'Ecchi', 'Psychological']",Manga,R+ - Mild Nudity,Btooom!,"['Adaptation:', 'Sequel:', 'Other:']",0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,TV,13
545,Afro Samurai,7.36,TV (5 eps),May 2007 - May 2007,"309,437",Gonzo,"['Action', 'Adventure', 'Samurai']",Original,R+ - Mild Nudity,Samurai Champloo,"['Adaptation:', 'Sequel:', 'Summary:', 'Other:']",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TV,5
546,Hundred,6.33,TV (12 eps),Apr 2016 - Jun 2016,"307,723",Production IMS,"['Action', 'Romance', 'Sci-Fi', 'Ecchi', 'Harem', 'Mecha', 'School']",Light novel,PG-13 - Teens 13 or older,IS: Infinite Stratos,['Adaptation:'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,TV,12
547,Violet Evergarden Movie,8.87,Movie (1 eps),Sep 2020 - Sep 2020,"307,587",Kyoto Animation,"['Drama', 'Fantasy', 'Slice of Life']",Light novel,PG-13 - Teens 13 or older,Flanders no Inu (Movie),"['Adaptation:', 'Prequel:']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Movie,1
548,Outbreak Company,7.25,TV (12 eps),Oct 2013 - Dec 2013,"306,393",feel.,"['Comedy', 'Fantasy', 'Harem', 'Parody']",Light novel,PG-13 - Teens 13 or older,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",['Adaptation:'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TV,12
549,Kaze no Tani no Nausicaä,8.38,Movie (1 eps),Mar 1984 - Mar 1984,"305,989",Topcraft,"['Adventure', 'Fantasy']",Manga,PG-13 - Teens 13 or older,Mononoke Hime,['Adaptation:'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Movie,1
550,Sayonara Zetsubou Sensei,7.88,TV (12 eps),Jul 2007 - Sep 2007,"305,463",Shaft,"['Comedy', 'Parody', 'School', 'Shounen']",Manga,R - 17+ (violence & profanity),Arakawa Under the Bridge,"['Adaptation:', 'Sequel:', 'Summary:', 'Side story:']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,TV,12
551,Busou Shoujo Machiavellianism,6.92,TV (12 eps),Apr 2017 - Jun 2017,"304,844",Connect,"['Action', 'Comedy', 'School', 'Shounen']",Manga,PG-13 - Teens 13 or older,Trinity Seven,"['Adaptation:', 'Sequel:']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,TV,12
552,Fugou Keiji: Balance:Unlimited,7.54,TV (11 eps),Apr 2020 - Sep 2020,"304,405",CloverWorks,"['Comedy', 'Mystery', 'Police']",Novel,PG-13 - Teens 13 or older,Great Pretender,[],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TV,11
553,Cowboy Bebop: Tengoku no Tobira,8.38,Movie (1 eps),Sep 2001 - Sep 2001,"305,166",Bones,"['Action', 'Drama', 'Mystery', 'Sci-Fi', 'Space']",Original,R - 17+ (violence & profanity),Trigun: Badlands Rumble,['Parent story:'],0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Movie,1
554,Beastars 2nd Season,7.93,TV (12 eps),Jan 2021 - Mar 2021,"303,624",Orange,"['Drama', 'Slice of Life', 'Psychological', 'School', 'Shounen']",Manga,R - 17+ (violence & profanity),Odd Taxi,"['Adaptation:', 'Prequel:', 'Other:', 'Sequel:']",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,TV,12
555,Renai Boukun,6.66,TV (12 eps),Apr 2017 - Jun 2017,"302,403",EMT Squared,"['Comedy', 'Romance', 'Supernatural', 'Ecchi', 'Harem', 'School']",Web manga,PG-13 - Teens 13 or older,Death Note,['Adaptation:'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,TV,12
556,Yuru Yuri,7.59,TV (12 eps),Jul 2011 - Sep 2011,"300,730",Doga Kobo,"['Comedy', 'Girls Love', 'Slice of Life', 'School']",Manga,PG-13 - Teens 13 or older,K-On!,"['Adaptation:', 'Sequel:', 'Side story:']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,TV,12
557,Tamako Love Story,7.96,Movie (1 eps),Apr 2014 - Apr 2014,"300,809",Kyoto Animation,"['Comedy', 'Romance', 'Slice of Life']",Original,PG-13 - Teens 13 or older,K-On! Movie,"['Adaptation:', 'Prequel:']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Movie,1
558,Danna ga Nani wo Itteiru ka Wakaranai Ken,7.34,TV (13 eps),Oct 2014 - Dec 2014,"300,001",Seven,"['Comedy', 'Romance', 'Slice of Life', 'Seinen']",4-koma manga,PG-13 - Teens 13 or older,Osake wa Fuufu ni Natte kara,"['Adaptation:', 'Sequel:']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,TV,13
559,Suisei no Gargantia,7.48,TV (13 eps),Apr 2013 - Jun 2013,"299,556",Production I.G,"['Action', 'Adventure', 'Sci-Fi', 'Mecha']",Original,PG-13 - Teens 13 or older,Shinsekai yori,"['Adaptation:', 'Side story:', 'Sequel:', 'Summary:']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,TV,13
560,Gokukoku no Brynhildr,6.89,TV (13 eps),Apr 2014 - Jun 2014,"298,996",Arms,"['Drama', 'Mystery', 'Sci-Fi', 'Seinen']",Manga,R+ - Mild Nudity,Elfen Lied,"['Adaptation:', 'Side story:']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,TV,13
561,Kamisama Hajimemashita◎,8.18,TV (12 eps),Jan 2015 - Mar 2015,"298,311",TMS Entertainment,"['Comedy', 'Fantasy', 'Romance', 'Supernatural', 'Demons', 'Shoujo']",Manga,PG-13 - Teens 13 or older,Noragami,"['Adaptation:', 'Prequel:', 'Sequel:']",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,TV,12
562,Redline,8.29,Movie (1 eps),Aug 2009 - Aug 2009,"298,188",Madhouse,"['Action', 'Sci-Fi', 'Sports', 'Cars']",Original,R+ - Mild Nudity,Space☆Dandy,"['Character:', 'Alternative version:']",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Movie,1
